   0.000000000E+00   1.166238987E-42   1.166238987E-42   1.166238987E-42
   1.004572515E-04   4.624645005E+46   1.166238987E-42   1.166238987E-42
   2.000124964E-04   1.874934754E+47   1.166238987E-42   1.166238987E-42
   3.000686126E-04   4.237978212E+47   1.166238987E-42   1.166238987E-42
   4.001253703E-04   7.455507347E+47   1.166238987E-42   1.166238987E-42
   5.001828102E-04   1.145589233E+48   1.166238987E-42   1.166238987E-42
   6.002409676E-04   1.632712940E+48   1.166238987E-42   1.166238987E-42
   7.002998725E-04   2.234418264E+48   1.166238987E-42   1.166238987E-42
   8.003595494E-04   2.963173363E+48   1.166238987E-42   1.166238987E-42
   9.004200173E-04   3.772407016E+48   1.166238987E-42   1.166238987E-42
   1.000481290E-03   4.630177344E+48   1.166238987E-42   1.166238987E-42
   1.100043063E-03   5.533116825E+48   1.166238987E-42   1.166238987E-42
   1.200105961E-03   6.483813136E+48   1.166238987E-42   1.166238987E-42
   1.300169682E-03   7.470041221E+48   1.166238987E-42   1.166238987E-42
   1.400234226E-03   8.487395133E+48   1.166238987E-42   1.166238987E-42
   1.500299536E-03   9.531969973E+48   1.166238987E-42   1.166238987E-42
   1.600365600E-03   1.058653952E+49   1.166238987E-42   1.166238987E-42
   1.700432446E-03   1.163169017E+49   1.166238987E-42   1.166238987E-42
   1.800499968E-03   1.265197477E+49   1.166238987E-42   1.166238987E-42
   1.900067753E-03   1.362678410E+49   1.166238987E-42   1.166238987E-42
   2.000136400E-03   1.455582768E+49   1.166238987E-42   1.166238987E-42
   2.100205388E-03   1.542259833E+49   1.166238987E-42   1.166238987E-42
   2.200273936E-03   1.621512605E+49   1.166238987E-42   1.166238987E-42
   2.300341855E-03   1.692388114E+49   1.166238987E-42   1.166238987E-42
   2.400409123E-03   1.754828970E+49   1.166238987E-42   1.166238987E-42
   2.500475735E-03   1.808843286E+49   1.166238987E-42   1.166238987E-42
   2.600041373E-03   1.854317780E+49   1.166238987E-42   1.166238987E-42
   2.700106698E-03   1.892353416E+49   1.166238987E-42   1.166238987E-42
   2.800171362E-03   1.923176256E+49   1.166238987E-42   1.166238987E-42
   2.900235379E-03   1.947263735E+49   1.166238987E-42   1.166238987E-42
   3.000298748E-03   1.965407913E+49   1.166238987E-42   1.166238987E-42
   3.100361460E-03   1.978556578E+49   1.166238987E-42   1.166238987E-42
   3.200423523E-03   1.987587267E+49   1.166238987E-42   1.166238987E-42
   3.300484934E-03   1.993230392E+49   1.166238987E-42   1.166238987E-42
   3.400045394E-03   1.995984282E+49   1.166238987E-42   1.166238987E-42
   3.500105507E-03   1.996560397E+49   1.166238987E-42   1.166238987E-42
   3.600164962E-03   1.995457763E+49   1.166238987E-42   1.166238987E-42
   3.700223777E-03   1.993184257E+49   1.166238987E-42   1.166238987E-42
   3.800281929E-03   1.990198299E+49   1.166238987E-42   1.166238987E-42
