   0.000000000E+00   9.969838509E+00   9.969838509E+00   9.969838509E+00
   1.004669299E-04   2.646144628E+00   9.957658626E+00   9.957658626E+00
   2.000329743E-04   2.648301448E+00   9.957632842E+00   9.957632842E+00
   3.000978546E-04   2.642901311E+00   9.957607094E+00   9.957607094E+00
   4.001611938E-04   2.629868751E+00   9.957581559E+00   9.957581559E+00
   5.002230929E-04   2.612434721E+00   9.957556280E+00   9.957556280E+00
   6.002836506E-04   2.590499921E+00   9.957531286E+00   9.957531286E+00
   7.003429623E-04   2.560273116E+00   9.957506599E+00   9.957506599E+00
   8.004011200E-04   2.527606823E+00   9.957482228E+00   9.957482228E+00
   9.004582127E-04   2.501939341E+00   9.957458174E+00   9.957458174E+00
   1.000014048E-03   2.485048289E+00   9.957434547E+00   9.957434547E+00
   1.100069271E-03   2.473240140E+00   9.957411092E+00   9.957411092E+00
   1.200123680E-03   2.464697351E+00   9.957387905E+00   9.957387905E+00
   1.300177355E-03   2.458366592E+00   9.957364959E+00   9.957364959E+00
   1.400230372E-03   2.453600779E+00   9.957342218E+00   9.957342218E+00
   1.500282807E-03   2.450043180E+00   9.957319647E+00   9.957319647E+00
   1.600334749E-03   2.447209300E+00   9.957297205E+00   9.957297205E+00
   1.700386370E-03   2.444743758E+00   9.957274854E+00   9.957274854E+00
   1.800437875E-03   2.442639002E+00   9.957252554E+00   9.957252554E+00
   1.900489496E-03   2.440788909E+00   9.957230265E+00   9.957230265E+00
   2.000041227E-03   2.439267966E+00   9.957208062E+00   9.957208062E+00
   2.100093772E-03   2.438004293E+00   9.957185689E+00   9.957185689E+00
   2.200146935E-03   2.436994933E+00   9.957163225E+00   9.957163225E+00
   2.300200725E-03   2.436236059E+00   9.957140644E+00   9.957140644E+00
   2.400255140E-03   2.435739663E+00   9.957117922E+00   9.957117922E+00
   2.500310177E-03   2.435509023E+00   9.957095041E+00   9.957095041E+00
   2.600365837E-03   2.435530994E+00   9.957071987E+00   9.957071987E+00
   2.700422117E-03   2.435759242E+00   9.957048753E+00   9.957048753E+00
   2.800479016E-03   2.436140960E+00   9.957025333E+00   9.957025333E+00
   2.900036244E-03   2.436641829E+00   9.957001847E+00   9.957001847E+00
   3.000094376E-03   2.437232113E+00   9.956978064E+00   9.956978064E+00
   3.100153122E-03   2.437885949E+00   9.956954113E+00   9.956954113E+00
   3.200212484E-03   2.438590831E+00   9.956930006E+00   9.956930006E+00
   3.300272458E-03   2.439338555E+00   9.956905760E+00   9.956905760E+00
   3.400333044E-03   2.440101824E+00   9.956881397E+00   9.956881397E+00
   3.500394241E-03   2.440869551E+00   9.956856939E+00   9.956856939E+00
   3.600456049E-03   2.441641051E+00   9.956832410E+00   9.956832410E+00
   3.700018151E-03   2.442389187E+00   9.956807960E+00   9.956807960E+00
   3.800081171E-03   2.443137114E+00   9.956783370E+00   9.956783370E+00
   3.900144798E-03   2.443884149E+00   9.956758789E+00   9.956758789E+00
   4.000209031E-03   2.444633209E+00   9.956734245E+00   9.956734245E+00
   4.100273868E-03   2.445362083E+00   9.956709762E+00   9.956709762E+00
   4.200339310E-03   2.446062740E+00   9.956685367E+00   9.956685367E+00
   4.300405354E-03   2.446715021E+00   9.956661081E+00   9.956661081E+00
   4.400472000E-03   2.447325083E+00   9.956636925E+00   9.956636925E+00
   4.500038909E-03   2.447900323E+00   9.956613036E+00   9.956613036E+00
   4.600106754E-03   2.448423498E+00   9.956589191E+00   9.956589191E+00
   4.700175198E-03   2.448894696E+00   9.956565520E+00   9.956565520E+00
   4.800244219E-03   2.449322242E+00   9.956542034E+00   9.956542034E+00
   4.900313036E-03   2.449678305E+00   9.956518740E+00   9.956518740E+00
   5.000381256E-03   2.449933809E+00   9.956495639E+00   9.956495639E+00
   5.100448879E-03   2.450175921E+00   9.956472733E+00   9.956472733E+00
   5.200015573E-03   2.450400688E+00   9.956450132E+00   9.956450132E+00
   5.300082008E-03   2.450570462E+00   9.956427604E+00   9.956427604E+00
   5.400147847E-03   2.450775646E+00   9.956405255E+00   9.956405255E+00
   5.500213095E-03   2.451013276E+00   9.956383075E+00   9.956383075E+00
   5.600277753E-03   2.451242272E+00   9.956361054E+00   9.956361054E+00
   5.700341823E-03   2.451504010E+00   9.956339178E+00   9.956339178E+00
   5.800405301E-03   2.451812450E+00   9.956317434E+00   9.956317434E+00
   5.900468178E-03   2.452123975E+00   9.956295808E+00   9.956295808E+00
   6.000030131E-03   2.452445296E+00   9.956274391E+00   9.956274391E+00
   6.100091776E-03   2.452791377E+00   9.956252954E+00   9.956252954E+00
   6.200152809E-03   2.453133474E+00   9.956231589E+00   9.956231589E+00
   6.300213260E-03   2.453491652E+00   9.956210283E+00   9.956210283E+00
   6.400273180E-03   2.453829920E+00   9.956189021E+00   9.956189021E+00
   6.500332627E-03   2.454130844E+00   9.956167792E+00   9.956167792E+00
   6.600391660E-03   2.454452710E+00   9.956146584E+00   9.956146584E+00
   6.700450324E-03   2.454718386E+00   9.956125387E+00   9.956125387E+00
   6.800008359E-03   2.454945897E+00   9.956104298E+00   9.956104298E+00
   6.900066363E-03   2.455198753E+00   9.956083098E+00   9.956083098E+00
   7.000124048E-03   2.455390874E+00   9.956061887E+00   9.956061887E+00
   7.100181407E-03   2.455538695E+00   9.956040660E+00   9.956040660E+00
   7.200238418E-03   2.455732295E+00   9.956019414E+00   9.956019414E+00
   7.300295048E-03   2.455931126E+00   9.955998148E+00   9.955998148E+00
   7.400351251E-03   2.456101658E+00   9.955976861E+00   9.955976861E+00
   7.500406987E-03   2.456313402E+00   9.955955554E+00   9.955955554E+00
   7.600462238E-03   2.456523170E+00   9.955934227E+00   9.955934227E+00
   7.700016752E-03   2.456708206E+00   9.955912991E+00   9.955912991E+00
   7.800071142E-03   2.456936084E+00   9.955891633E+00   9.955891633E+00
   7.900125244E-03   2.457145423E+00   9.955870263E+00   9.955870263E+00
   8.000179191E-03   2.457345682E+00   9.955848885E+00   9.955848885E+00
   8.100233122E-03   2.457586589E+00   9.955827502E+00   9.955827502E+00
   8.200287155E-03   2.457794531E+00   9.955806116E+00   9.955806116E+00
   8.300341375E-03   2.458003888E+00   9.955784731E+00   9.955784731E+00
   8.400395831E-03   2.458255252E+00   9.955763348E+00   9.955763348E+00
   8.500450530E-03   2.458465921E+00   9.955741969E+00   9.955741969E+00
   8.600005178E-03   2.458681658E+00   9.955720702E+00   9.955720702E+00
   8.700060284E-03   2.458936974E+00   9.955699334E+00   9.955699334E+00
   8.800115524E-03   2.459154604E+00   9.955677970E+00   9.955677970E+00
   8.900170847E-03   2.459380244E+00   9.955656610E+00   9.955656610E+00
   9.000226207E-03   2.459640514E+00   9.955635251E+00   9.955635251E+00
   9.100281568E-03   2.459862842E+00   9.955613891E+00   9.955613891E+00
   9.200336907E-03   2.460093231E+00   9.955592525E+00   9.955592525E+00
   9.300392212E-03   2.460359788E+00   9.955571149E+00   9.955571149E+00
   9.400447480E-03   2.460588163E+00   9.955549758E+00   9.955549758E+00
   9.500002441E-03   2.460826848E+00   9.955528453E+00   9.955528453E+00
   9.600057657E-03   2.461093495E+00   9.955507013E+00   9.955507013E+00
   9.700112861E-03   2.461325798E+00   9.955485539E+00   9.955485539E+00
   9.800168044E-03   2.461577004E+00   9.955464022E+00   9.955464022E+00
   9.900223171E-03   2.461845696E+00   9.955442457E+00   9.955442457E+00
   1.000027817E-02   2.462077559E+00   9.955420834E+00   9.955420834E+00
   1.010033293E-02   2.462330547E+00   9.955399146E+00   9.955399146E+00
   1.020038732E-02   2.462609059E+00   9.955377385E+00   9.955377385E+00
   1.030044118E-02   2.462841447E+00   9.955355544E+00   9.955355544E+00
