#Radii:    1.500000000E+04   1.005000000E+06   1.485000000E+06   1.995216644E+06   2.504537640E+06   5.036201278E+06   1.000331380E+07   1.500854912E+07   2.003583213E+07   2.487451803E+07   5.035317479E+07
   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00
   1.004572498E-04   0.000000000E+00   8.849526720E-05   2.039617590E-04   3.876412910E-04   6.407455356E-04   3.177464296E-03   1.758820385E-02   5.320309782E-02   1.134737322E-01   1.910349205E-01   6.520516963E-01
   2.000124893E-04  -0.000000000E+00   8.083890275E-05   1.922640689E-04   3.729741759E-04   6.262471476E-04   3.270627291E-03   1.768222601E-02   5.330213603E-02   1.137650257E-01   1.914210457E-01   6.529644471E-01
   3.000685960E-04  -0.000000000E+00   7.186318941E-05   1.792306211E-04   3.569647667E-04   6.104224900E-04   3.363218024E-03   1.775562502E-02   5.342520218E-02   1.140346598E-01   1.918086869E-01   6.538815898E-01
   4.001253394E-04  -0.000000000E+00   6.174257721E-05   1.650554285E-04   3.398207900E-04   5.934773325E-04   3.454902955E-03   1.778020364E-02   5.357412413E-02   1.142744485E-01   1.921956433E-01   6.547990691E-01
   5.001827601E-04  -0.000000000E+00   5.061636348E-05   1.498774488E-04   3.216809578E-04   5.755481038E-04   3.545819432E-03   1.776314138E-02   5.374231689E-02   1.144834217E-01   1.925817483E-01   6.557174262E-01
   6.002408931E-04  -0.000000000E+00   3.863025960E-05   1.338354690E-04   3.026818260E-04   5.567704505E-04   3.636105551E-03   1.771609243E-02   5.391692315E-02   1.146664466E-01   1.929669490E-01   6.566371997E-01
   7.002997683E-04  -0.000000000E+00   2.609466263E-05   1.170682794E-04   2.829616998E-04   5.372829492E-04   3.725900179E-03   1.765437625E-02   5.408282073E-02   1.148332810E-01   1.933513110E-01   6.575589127E-01
   8.003594100E-04  -0.000000000E+00   1.302564031E-05   9.971536380E-05   2.626582765E-04   5.172198059E-04   3.815337463E-03   1.759382812E-02   5.422617117E-02   1.149967392E-01   1.937350047E-01   6.584830612E-01
   9.004198373E-04  -0.000000000E+00  -1.824720047E-06   8.193908885E-05   2.419095895E-04   4.967185968E-04   3.904568674E-03   1.754420878E-02   5.433782155E-02   1.151703178E-01   1.941182714E-01   6.594101026E-01
   1.000481064E-03  -0.000000000E+00  -1.649660230E-05   6.409421267E-05   2.208537738E-04   4.759161235E-04   3.993747848E-03   1.750817800E-02   5.441529194E-02   1.153657236E-01   1.945013718E-01   6.603404450E-01
   1.100042787E-03  -0.000000000E+00  -2.135110540E-05   4.626667617E-05   1.997340291E-04   4.550547681E-04   4.082581368E-03   1.748983795E-02   5.446282344E-02   1.155895557E-01   1.948826048E-01   6.612697578E-01
   1.200105629E-03  -0.000000000E+00  -2.062031125E-05   2.679079804E-05   1.784476990E-04   4.340612751E-04   4.172195070E-03   1.748332654E-02   5.449073997E-02   1.158466006E-01   1.952658998E-01   6.622076608E-01
   1.300169289E-03  -0.000000000E+00  -1.809279399E-05   9.544821944E-06   1.570360234E-04   4.131783468E-04   4.262367671E-03   1.749909725E-02   5.451164794E-02   1.161327180E-01   1.956492552E-01   6.631497000E-01
   1.400233769E-03  -0.000000000E+00  -1.559644714E-05  -9.898579951E-06   1.355547987E-04   3.925473285E-04   4.353302083E-03   1.754879716E-02   5.453878337E-02   1.164398124E-01   1.960323450E-01   6.640960014E-01
   1.500299017E-03  -0.000000000E+00  -1.334676492E-05  -2.932768845E-05   1.158409622E-04   3.723537505E-04   4.445090403E-03   1.763684966E-02   5.458340588E-02   1.167563461E-01   1.964145722E-01   6.650466053E-01
   1.600365009E-03  -0.000000000E+00  -1.088152591E-05  -3.279647169E-05   9.653704794E-05   3.530192496E-04   4.537711244E-03   1.775554064E-02   5.465304191E-02   1.170695026E-01   1.967950706E-01   6.660014656E-01
   1.700431786E-03  -0.000000000E+00  -8.498136272E-06  -2.791721115E-05   7.585358594E-05   3.350209151E-04   4.631251956E-03   1.788455339E-02   5.475009050E-02   1.173675437E-01   1.971727440E-01   6.669604491E-01
   1.800499238E-03  -0.000000000E+00  -6.179457317E-06  -1.990592795E-05   5.905945331E-05   3.165266225E-04   4.726428351E-03   1.799859402E-02   5.487665635E-02   1.176419194E-01   1.975463436E-01   6.679233355E-01
   1.900066971E-03  -0.000000000E+00  -3.815450599E-06  -1.205957575E-05   3.942067289E-05   2.965567392E-04   4.824766656E-03   1.807872604E-02   5.503032311E-02   1.178875802E-01   1.979127568E-01   6.688849813E-01
   2.000135559E-03  -0.000000000E+00  -1.385558960E-06  -4.774306119E-06   2.088108678E-05   2.822351696E-04   4.931667959E-03   1.812195116E-02   5.520653083E-02   1.181083388E-01   1.982744851E-01   6.698546721E-01
   2.100204554E-03  -0.000000000E+00   9.657377380E-07   3.088455994E-06   1.355906842E-05   2.670447907E-04   5.048134342E-03   1.813783980E-02   5.539591743E-02   1.183090681E-01   1.986287391E-01   6.708271327E-01
   2.200273172E-03   0.000000000E+00   3.344407656E-06   1.077500138E-05   2.620055944E-05   2.522950337E-04   5.139161648E-03   1.814057561E-02   5.558853281E-02   1.184994828E-01   1.989749831E-01   6.718018422E-01
   2.300341172E-03   0.000000000E+00   5.713159315E-06   1.833090665E-05   4.414809754E-05   2.422769550E-04   5.176189310E-03   1.813677662E-02   5.577468326E-02   1.186908936E-01   1.993132070E-01   6.727782319E-01
   2.400408526E-03   0.000000000E+00   8.087378200E-06   2.604257012E-05   6.329019114E-05   2.289430124E-04   5.178278459E-03   1.812200382E-02   5.594650856E-02   1.188939943E-01   1.996440065E-01   6.737556930E-01
   2.500475228E-03   0.000000000E+00   1.042035850E-05   3.371308489E-05   8.202430357E-05   2.204274446E-04   5.141268909E-03   1.809297254E-02   5.609966710E-02   1.191167967E-01   1.999686075E-01   6.747335863E-01
   2.600040961E-03   0.000000000E+00   1.284372373E-05   4.125983530E-05   9.968718156E-05   2.110128350E-04   5.072096503E-03   1.805433071E-02   5.623374087E-02   1.193618033E-01   2.002872305E-01   6.757063682E-01
   2.700106385E-03   0.000000000E+00   1.516029783E-05   4.897558943E-05   1.181555751E-04   2.380025128E-04   4.987247419E-03   1.803326272E-02   5.635486536E-02   1.196303334E-01   2.006053579E-01   6.766831558E-01
   2.800171153E-03   0.000000000E+00   1.758188625E-05   5.658643384E-05   1.375188813E-04   2.725015840E-04   4.911032056E-03   1.808516552E-02   5.647060141E-02   1.199153131E-01   2.009239703E-01   6.776584050E-01
   2.900235274E-03   0.000000000E+00   1.991275238E-05   6.419948349E-05   1.557317298E-04   3.061981458E-04   4.851420672E-03   1.823274120E-02   5.659048453E-02   1.202071279E-01   2.012457368E-01   6.786314820E-01
   3.000298752E-03   0.000000000E+00   2.230076605E-05   7.192073945E-05   1.737882332E-04   3.455869197E-04   4.800414555E-03   1.845362041E-02   5.672248265E-02   1.204941616E-01   2.015731532E-01   6.796017862E-01
   3.100361584E-03   0.000000000E+00   2.471546732E-05   7.963115229E-05   1.931042375E-04   3.808810652E-04   4.737133338E-03   1.872614187E-02   5.687035233E-02   1.207648314E-01   2.019082904E-01   6.805687618E-01
   3.200423761E-03   0.000000000E+00   2.705335166E-05   8.715701381E-05   2.118017796E-04   4.175542476E-04   4.666768076E-03   1.904885070E-02   5.703202521E-02   1.210095636E-01   2.022525713E-01   6.815319084E-01
   3.300485301E-03   0.000000000E+00   2.944232820E-05   9.500980007E-05   2.294035614E-04   4.557206432E-04   4.603984291E-03   1.941373744E-02   5.719960900E-02   1.212223475E-01   2.026066056E-01   6.824907915E-01
